,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,0.0,182.00707764079607,168.24948852942944,157.1754018501163,145.5500818483486,134.72153084126478,125.85732984067045,117.21405680177511,111.35650322663325,103.0597554455248,94.8771142014474,90.39627585711035,87.11635257089853,74.33509215536095,65.28270604790586,57.105319761232764,50.05322020850285,42.98750774662022,36.56139099550863,29.936082206067837,22.27986084026201,17.92051139905656,14.323686723244174,11.803872303854563,9.557722597369862,7.4244775443527375,5.6636431231618,3.14179262417222,4.100897886115032,5.44219969855078,6.800279103887105,8.81649740733566,10.536874556816677,13.239397651104968,15.764700098767676,19.96854802888066,25.198408656277525,34.876421906104284,39.93555948424001,45.4959785542848,52.73129234841926,60.57037326017974,70.09461120610196,72.16784623457148,59.983154708742234,51.96218721961013,44.10652636801667,38.42609912661077,32.93956857624582,25.098488174011997,19.97053931678025,14.734055372549372,10.986319751974511,8.373759675598164,5.774312080181285,4.376588005897259,33.36763288487925,51.239181294352484,15.506231432295552,20.606160648380524,25.43314438679302,27.950385645223456,24.346665695335602,20.355003483649863,14.394707946487356,12.57108537449213,11.436630803297046
1,151.97131883394704,0.0,185.26205288957746,173.0682087951996,160.26739336419746,148.34391230683332,138.5834067091672,129.06616822680002,122.61632751865635,113.4806532312047,104.4706233750275,99.53670460003508,95.92513153294881,81.85149265419167,71.88377359320398,62.87953004999019,55.114356724712046,47.334194019570276,40.25829981136414,32.963072241358965,24.532691263659107,19.732545754750245,15.772027781417234,12.997422067503143,10.524152702123226,8.17520435587396,6.2363229808414085,3.4594753089289028,4.515560598208349,5.992488281545066,7.487890025816372,9.707978450662223,11.602311712789332,14.578100708081084,17.3587493728123,21.98766981931996,27.746348342663243,38.40295489895492,43.973647694328776,50.09630911129151,58.0632224048625,66.69495279033833,77.18223503703432,79.46510543892362,66.04835757459641,57.21634913174606,48.56636232411349,42.3115580971832,36.27025644517727,27.636324390542942,21.989862456500596,16.22389089895952,12.09720260514253,9.220473247583897,6.3581822408473645,4.819127152844829,36.741604520463184,56.42023638789584,17.07414562051096,22.68975470450631,28.004819400744527,30.77659176826405,26.80848130450731,22.413201757198014,15.850230322962899,13.842211966791126,12.593046904795685
2,126.6590322213098,167.03040302872623,0.0,186.1388064122707,172.37123741726174,159.5472615539452,149.04961513709358,138.81360805190383,131.87665724319794,122.05103115348777,112.3605385156841,107.05399632572615,103.16966710860429,88.03314746120243,77.31263823780917,67.62836891158904,59.27674786914739,50.90900540674017,43.29871977783198,35.45253611510306,26.38546906845267,21.222803077664988,16.963175654104344,13.979023917353025,11.318966297223424,8.79261876905138,6.707307622446673,3.720744608726827,4.8565884276725395,6.445057841248408,8.053396528770604,10.441152272053982,12.478550907043408,15.679079852101403,18.669730920302083,23.64824045066819,29.841830563544114,41.30325400232605,47.29466117663484,53.87972319439991,62.4483201746241,71.73194310231206,83.01125438367275,85.46653357538392,71.03651519832007,61.5374886513899,52.23423052522575,45.50704590103541,39.00948816637621,29.723497293286094,23.650598681972117,17.44916474445531,13.010817350708603,9.916829305678613,6.838370036310517,5.183081181830443,39.51643377325114,60.6812512352782,18.363633092615466,24.40334875992056,30.119822082485065,33.100926490557654,28.83313317035425,24.10590975665061,17.047284271412238,14.887614724510966,13.544109205673053
3,107.67119035552128,141.99036582121957,169.38285434738884,0.0,186.898782521459,172.99399473986117,161.6116007624896,150.51289722721285,142.99129629201792,132.33756089396817,121.83034807136482,116.07656751283075,111.86486483858917,95.45263077854499,83.82859099160534,73.32812598479562,64.2726256107139,55.199645094299655,46.94796030050552,38.44049585355745,28.609251282531975,23.011472890378172,18.392841665196876,15.157183937057452,12.272935160472617,9.533665637805909,7.272603291682621,4.034331062791842,5.265904439396373,6.988250951020216,8.73214133020454,11.32113847418857,13.530250215195728,17.000521544791265,20.24322637170012,25.641327493086656,32.35691687376331,44.78431554402859,51.280681894047675,58.420736652541535,67.7114998188131,77.77755172266411,90.00748972017229,92.66970122689976,77.02351276271331,66.72390290110607,56.63656093317735,49.34240539483378,42.29722982977701,32.228610408749866,25.64388447745491,18.91979019017284,14.107376374922945,10.752625272497168,7.41471171970406,5.619914187011489,42.846901098308706,65.79550131266004,19.91133044646172,26.46007675651207,32.65833767470347,35.89069124358448,31.26320589538594,26.137569426295585,18.48403900420743,16.14235128987361,14.68561436819202
4,89.81171757775537,118.43835469627658,141.2872378110723,168.34959864126571,0.0,191.88385826369594,179.25857797035496,166.9479653431577,158.60505257364022,146.787995824518,135.1334610007473,128.7514035493636,124.07980925380294,105.8754617624129,92.98214944667185,81.33509925802556,71.29079481323802,61.22710150377452,52.074384279167575,42.637957861150014,31.73320279922354,25.524181976235877,20.401225074074915,16.81225373533123,13.61306301038336,10.574682368189153,8.066726138833808,4.47485481218963,5.840908307821596,7.751324298933738,9.685636613358394,12.55733607187651,15.007669014574967,18.856872294411378,22.453660231086563,28.441200272732654,35.89009006117117,49.67448303167564,56.88021200400553,64.79991613786339,75.10517260205003,86.27037449069395,99.8357453165225,102.78865368882202,85.43399918683397,74.00973627049456,62.82091957577567,54.730287819583495,46.91582309437116,35.74777333171487,28.444036463820314,20.98571308610562,15.647813745609676,11.926744780089571,8.224351919437046,6.233573708360465,47.52551503160383,72.97995902835935,22.08552334418184,29.34935184095832,36.22442413058384,39.80973051651934,34.67695267641977,28.991628725000915,20.50238059279128,17.904995208687343,16.289191715463343
5,74.54516822868682,98.30573686466934,117.2706768699133,139.73287105972648,172.06810842274854,0.0,201.84884145862137,187.986838732835,178.59254755868588,165.28629889115726,152.16305325040298,144.97672544801907,139.71641429861583,119.21794503565589,104.69981048966561,91.58499270182469,80.27489954816075,68.94297413454949,58.636826507456234,48.01121650009933,35.73223827455574,28.740753270586897,22.972198553419346,18.93094309465177,15.328588614618544,11.907309591426548,9.083299354058564,5.038778449338078,6.576982749438082,8.728150402758311,10.90622580705127,14.13981839314828,16.898943625935583,21.233225596543402,25.283282705164968,32.02537579927196,40.41297873003896,55.9344883995334,64.0482872558991,72.96603681195454,84.56996730042492,97.14221400343679,112.4171002384648,115.7421357298246,96.20043822890919,83.33648348659747,70.73764602680588,61.62742845648796,52.828180636591604,40.25272716893549,32.02856940870299,23.630344062608653,17.619759744127514,13.429759643813895,9.260789221260545,7.019132057309773,53.51470628334435,82.17693315634872,24.868753007555807,33.047973122037156,40.789445760711544,44.826574407324806,39.04696111227837,32.64516954445376,23.086101745619278,20.161392442783917,18.341964514565078
6,63.71176864247662,84.01929343208258,100.2281222353902,119.4259609877754,147.06202662186755,184.66513958027636,0.0,209.07004867340135,198.6221634582945,183.82358460387664,169.22853303877864,161.23623999552638,155.3859713519541,132.5885457692625,116.4421649021906,101.85648639549754,89.2779370562123,76.67510691258666,65.21309818604017,53.395798547420995,39.73970117071866,31.96410304942418,25.54859000807026,21.05409730229655,17.047729454652945,13.242745144444951,10.10201485842849,5.603890478496535,7.314608367362077,9.707035034121873,12.129387225686914,15.72563557967963,18.794203840113358,23.614586738551587,28.118868221964135,35.617104485986935,44.945398768762814,62.20768587332843,71.23146824693069,81.14936646953674,94.05470776034443,108.03696443241004,125.02496864677195,128.72291546424754,106.989566070125,92.68288554803917,78.67105589707954,68.53910387485027,58.75299766445988,44.767174580805175,35.62065626697166,26.280548237528784,19.595861349387903,14.935941905989562,10.299410673077473,7.806345863139756,59.516518937276835,91.39328865062605,27.657847947141125,36.754388742081325,45.36408755015412,49.85399061112193,43.42617874379178,36.30640970195894,25.67526773773378,22.42254472573423,20.399063251847313
7,54.0707980797046,71.30535451713668,85.061436446839,101.35422637976333,124.80835669913746,156.72130420106714,190.5170092129127,0.0,223.77982492607086,207.10684479366162,190.66317089968354,181.65856684726427,175.06729792724784,149.3823299617717,131.1908340042639,114.75772036867974,100.58596068205121,86.38684476261488,73.47304772472164,60.15895830899346,44.77316738353364,36.012705026349984,28.78459734587677,23.720828160617994,19.20701016606486,14.920083128521139,11.381545125976672,6.313684275451697,8.241083227324518,10.936536802667257,13.665706296642341,17.71745869443626,21.174694564479246,26.605631486660315,31.68042930491814,40.12839890308268,50.63822331095535,70.08696719141548,80.25370993842861,91.42781805026279,105.96776145025771,121.72102330012783,140.8607433733688,145.02707545329483,120.54096052133724,104.4221830054643,88.63560243665447,77.22032827884432,66.19470507376364,50.43742508741201,40.13240055583429,29.609266061540115,22.077890733288456,16.827741711363046,11.603943271652712,8.795104635604153,67.05493463618198,102.96924460773657,31.161015788365003,41.40973260365641,51.10994358913027,56.16854180105325,48.926577514268665,40.905012136294324,28.92732019046045,25.26260436275727,22.982826909509267
8,47.94988546014098,63.23345878400855,75.43232723675888,89.88074373614648,110.67982387406911,138.9801677150709,168.95013749384069,208.88624182209028,0.0,227.71548290617358,209.63554380397028,199.73491612448237,192.4877679842007,164.24695880420873,144.245276624768,126.17694860351278,110.59499570434129,94.98296442813435,80.78415061507116,66.14521241976868,49.22842333935421,39.59623123032506,31.648874238832956,26.08122317208321,21.118247441347236,16.404739968861826,12.514091686164802,6.941941803681025,9.061130976379987,12.024801796491525,15.025543514480136,19.480474759264013,23.281730755663986,29.253085420931324,34.83286254991563,44.12146659648543,55.67709500983984,77.06113042918976,88.23953805992487,100.52555123958187,116.51232481076421,133.83315084654558,154.8774123411827,159.45832478023348,132.5356632342958,114.8129500639945,97.4554898542885,84.90431285218652,72.78155990798594,55.456315901904375,44.1258664428047,32.555603492576275,24.274801515562356,18.502224462166442,12.758620065661445,9.670281546234143,73.72738857150219,113.21543372308784,34.261763608846216,45.53030232415441,56.19575488826275,61.75772043220217,53.795128001240236,44.975358497587536,31.805799045004846,27.77641732538691,25.2697854262713
9,40.08073944900961,52.85609676978953,63.052985945549224,75.13024560123944,92.51594952497715,116.1718706376872,141.22341223096365,174.6055272627006,205.66821972761085,0.0,242.9308117028286,231.45772142957532,223.05954835117996,190.33340576700337,167.15496570334122,146.21694387427118,128.16019454148324,110.06858964739436,93.6146558237951,76.65069506732235,57.04710481664652,45.88508426868011,36.67549199342797,30.22356133138143,24.47234328480563,19.010215176754595,14.50163648720937,8.044492487108904,10.500260896100695,13.934635358014095,17.41196848594575,22.574452117002327,26.97944083188934,33.899193129025264,40.365175769509946,51.12903804054458,64.5199837707089,89.3003286857029,102.25414171761368,116.49147523542908,135.01734069547848,155.0891388833398,179.47574543780507,184.78421916780772,153.58557840357244,133.0480635436703,112.93381277622213,98.3892009149927,84.34105736371896,64.26413952347603,51.13413669041241,37.726232099850684,28.13023559408886,21.44083167072597,14.78500197303102,11.206159522348397,85.43710682551564,131.1968224117376,39.7033723043192,52.761631448457344,65.12101956347882,71.56636170219478,62.33911422587373,52.118548926328245,36.85734030907093,32.187993908907735,29.283247362388042
