u,v,veh,avg_wait,edge_color
35,28,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
35,27,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
35,29,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
35,30,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
35,31,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
35,32,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
35,33,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
35,34,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
36,12,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,43,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,19,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,37,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,38,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,39,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,40,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,41,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,42,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,44,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,45,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,46,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,47,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,48,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,49,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,50,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,51,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,52,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,53,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,54,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,55,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
36,28,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
36,27,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
36,29,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
36,30,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
36,31,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
36,32,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
36,33,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
36,34,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
36,35,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,12,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,43,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,38,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,39,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,40,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,41,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,42,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,44,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,45,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,46,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,47,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,48,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,49,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,50,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,51,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,52,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,53,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,54,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,55,{2: {'0': 9.157894736842104}},3.2758620689655173,#D95700
37,19,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,36,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,28,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,27,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,29,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,30,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,31,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,32,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,33,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,34,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
37,35,{2: {'1': 9.105263157894736}},3.294797687861272,#D95700
38,12,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,43,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,39,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,40,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,41,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,42,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,44,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,45,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,46,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,47,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,48,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,49,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,50,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,51,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,52,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,53,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,54,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,55,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
38,19,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,36,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,28,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,27,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,29,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,30,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,31,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,32,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,33,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,34,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,35,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
38,37,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,12,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,43,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,40,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,41,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,42,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,44,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,45,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,46,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,47,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,48,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,49,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,50,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,51,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,52,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,53,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,54,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,55,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
39,19,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,36,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,28,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,27,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,29,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,30,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,31,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,32,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,33,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,34,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,35,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,37,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
39,38,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,12,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,43,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,41,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,42,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,44,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,45,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,46,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,47,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,48,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,49,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,50,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,51,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,52,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,53,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,54,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,55,{2: {'0': 9.210526315789474}},3.257142857142857,#D95700
40,19,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,36,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,28,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,27,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,29,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,30,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,31,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,32,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,33,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,34,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,35,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,37,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,38,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
40,39,{2: {'1': 9.052631578947368}},3.313953488372093,#D95700
41,12,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,43,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,42,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,44,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,45,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,46,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,47,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,48,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,49,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,50,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,51,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,52,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,53,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,54,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,55,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
41,19,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,36,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,28,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,27,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,29,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,30,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,31,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,32,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,33,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,34,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,35,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,37,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,38,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,39,{2: {'1': 9.0}},3.3333333333333335,#D95700
41,40,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,12,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,43,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,44,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,45,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,46,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,47,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,48,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,49,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,50,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,51,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,52,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,53,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,54,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,55,{2: {'0': 9.263157894736842}},3.2386363636363633,#D95700
42,19,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,36,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,28,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,27,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,29,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,30,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,31,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,32,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,33,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,34,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,35,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,37,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,38,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,39,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,40,{2: {'1': 9.0}},3.3333333333333335,#D95700
42,41,{2: {'1': 9.0}},3.3333333333333335,#D95700
43,44,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,45,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,46,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,47,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,48,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,49,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,50,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,51,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,52,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,53,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,54,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,55,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
43,12,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,42,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,19,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,36,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,28,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,27,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,29,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,30,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,31,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,32,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,33,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,34,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,35,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,37,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,38,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,39,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,40,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
43,41,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,45,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,46,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,47,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,48,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,49,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,50,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,51,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,52,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,53,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,54,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,55,{2: {'0': 9.31578947368421}},3.2203389830508473,#D95700
44,12,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,42,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,19,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,36,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,28,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,27,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,29,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,30,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,31,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,32,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,33,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,34,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,35,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,37,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,38,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,39,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,40,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,41,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
44,43,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,46,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,47,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,48,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,49,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,50,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,51,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,52,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,53,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,54,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,55,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
45,12,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,42,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,19,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,36,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,28,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,27,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,29,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,30,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,31,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,32,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,33,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,34,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,35,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,37,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,38,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,39,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,40,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,41,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,43,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
45,44,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,47,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
46,48,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
46,49,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
46,50,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
46,51,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
46,52,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
46,53,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
46,54,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
46,55,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
46,12,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,42,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,19,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,36,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,28,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,27,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,29,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,30,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,31,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,32,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,33,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,34,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,35,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,37,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,38,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,39,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,40,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,41,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,43,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,44,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
46,45,{2: {'1': 8.947368421052632}},3.3529411764705883,#D95700
47,48,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
47,49,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
47,50,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
47,51,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
47,52,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
47,53,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
47,54,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
47,55,{2: {'0': 9.368421052631579}},3.202247191011236,#D95700
47,12,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,42,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,19,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,36,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,28,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,27,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,29,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,30,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,31,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,32,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,33,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,34,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,35,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,37,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,38,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,39,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,40,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,41,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,43,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,44,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,45,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
47,46,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,49,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
48,50,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
48,51,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
48,52,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
48,53,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
48,54,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
48,55,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
48,12,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,42,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,19,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,36,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,28,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,27,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,29,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,30,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,31,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,32,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,33,"{2: {'1': 8.894736842105264}, 4: {'1': 7.157894736842105}}",1.8688524590163933,#000000
48,34,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,35,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,37,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,38,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,39,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,40,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,41,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,43,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,44,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,45,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,46,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,47,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
48,60,{4: {'0': 7.2631578947368425}},4.130434782608695,#0095E6
48,59,{4: {'0': 7.2631578947368425}},4.130434782608695,#0095E6
48,58,{4: {'0': 7.2631578947368425}},4.130434782608695,#0095E6
48,61,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
48,62,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
48,63,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
48,64,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
48,65,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
